Text,True Label,Predicted Label,Model Score
Governance should balance economic incentives with regulatory protections.,2,Center,0.4993
Governance should promote both technological advancement and social responsibility.,2,Center,0.4993
Policies should ensure both economic efficiency and social justice.,2,Center,0.4993
Public policies should balance economic development with quality of life improvements.,2,Center,0.4993
Public policies should balance economic development with quality of life improvements.,2,Center,0.4993
Economic development should promote both progress and sustainability.,2,Center,0.4994
Economic policies should promote innovation while ensuring fair access to opportunities.,2,Center,0.4994
Economic policies should promote innovation while ensuring fair distribution of benefits.,2,Center,0.4994
Economic strategies should ensure both growth and equitable access to opportunities.,2,Center,0.4994
Economic strategies should ensure both growth and equitable wealth distribution.,2,Center,0.4994
Economic strategies should promote both innovation and social equity.,2,Center,0.4994
Effective governance balances economic growth with human rights protections.,2,Center,0.4994
Effective policies should address both economic challenges and social needs.,2,Center,0.4994
Effective policies should address both economic challenges and social needs.,2,Center,0.4994
Effective policy-making balances economic incentives with environmental protections.,2,Center,0.4994
Effective policy-making requires considering diverse perspectives and interests.,2,Center,0.4994
Governance should aim for both economic progress and community well-being.,2,Center,0.4994
Governance should aim to balance economic progress with community well-being.,2,Center,0.4994
Governance should balance economic freedom with public welfare.,2,Center,0.4994
Governance should balance economic freedom with public welfare.,2,Center,0.4994
Governance should balance economic incentives with environmental protections.,2,Center,0.4994
Policies should address both economic disparities and opportunities for growth.,2,Center,0.4994
Policies should promote both competitive markets and consumer protections.,2,Center,0.4994
Economic policies should promote both growth and fair distribution of resources.,2,Center,0.4995
Economic policies should support both competitiveness and environmental sustainability.,2,Center,0.4995
Economic policies should support growth while addressing social inequalities.,2,Center,0.4995
Economic policies should support innovation while ensuring equitable outcomes.,2,Center,0.4995
Economic strategies should ensure both progress and equitable opportunities.,2,Center,0.4995
Effective governance should address both economic opportunities and social disparities.,2,Center,0.4995
Effective governance should address both economic opportunities and social disparities.,2,Center,0.4995
Effective governance should address both economic opportunities and social disparities.,2,Center,0.4995
Governance should aim to balance economic growth with equitable resource distribution.,2,Center,0.4995
Governance should balance economic incentives with public health protections.,2,Center,0.4995
Inclusive governance requires considering diverse perspectives and interests.,2,Center,0.4995
Inclusive governance requires considering diverse perspectives and interests.,2,Center,0.4995
Public policies should promote both economic efficiency and social welfare.,2,Center,0.4995
Public policies should promote both individual opportunity and collective welfare.,2,Center,0.4995
A fair economic system requires addressing both wealth creation and wealth distribution.,2,Center,0.4996
Governance should promote both economic freedom and community welfare.,2,Center,0.4996
Governance should promote both economic freedom and public welfare.,2,Center,0.4996
Governance should promote both economic progress and social inclusion.,2,Center,0.4996
Public policies should balance economic growth with public interest protections.,2,Center,0.4996
Public policies should promote both economic efficiency and social justice.,2,Center,0.4996
Economic policies should support both innovation and equitable opportunities.,2,Center,0.4997
Public policies should address the needs of both the affluent and the disadvantaged.,2,Center,0.4997
Public policies should aim to ensure both economic vitality and social equity.,2,Center,0.4997
Public policies should promote both innovation and inclusive growth.,2,Center,0.4997
Public policies should be designed to address the concerns of both the affluent and the disadvantaged.,2,Center,0.5
Inclusive policies should ensure equitable opportunities for all citizens.,2,Center,0.5016
Balancing economic growth with environmental protection is crucial for sustainable development.,2,Center,0.503
Inclusive education policies should address disparities and promote equal opportunities.,2,Center,0.5258
A healthy democracy values diverse perspectives and encourages open debate.,2,Left,0.9171
Promoting civil discourse is essential for effective and inclusive policy-making.,2,Left,0.9966
Moderate social policies should enhance welfare while promoting economic growth.,3,Right,0.08
Moderate regulation can protect consumers while fostering economic innovation.,3,Right,0.202
Encouraging energy independence can enhance both economic security and sustainability.,3,Right,0.2685
Supporting moderate environmental policies can protect natural resources and enhance growth.,3,Right,0.3322
Moderate healthcare reforms should balance cost efficiency with access improvement.,3,Center,0.3755
Moderate healthcare reforms should balance cost control with quality improvement.,3,Center,0.405
Moderate increases in public spending can stimulate economic growth and social welfare.,3,Right,0.4582
Moderate tax incentives can encourage investment in renewable energy.,3,Right,0.47
Supporting balanced environmental policies can protect natural resources and promote economic activity.,3,Left,0.5064
Moderate environmental regulations can protect natural resources while supporting economic growth.,3,Left,0.5134
A balanced approach to immigration can benefit the economy and enrich cultural diversity.,3,Left,0.5383
Supporting vocational training can boost employment and economic mobility.,3,Left,0.5476
Moderate healthcare reforms should improve access while controlling costs.,3,Left,0.5635
Moderate environmental policies can protect resources while supporting economic growth.,3,Left,0.5996
Moderate environmental policies can protect resources while supporting economic growth.,3,Left,0.5996
Encouraging public health initiatives can improve overall quality of life.,3,Left,0.6416
Moderate wage policies can raise incomes without negatively impacting employment.,3,Left,0.6467
Moderate environmental initiatives can protect resources and foster economic growth.,3,Left,0.6612
Expanding access to healthcare can enhance public health and economic stability.,3,Left,0.6699
Moderate increases in social spending can reduce poverty and enhance economic stability.,3,Left,0.6719
Moderate social policies can enhance community welfare without excessive government intervention.,3,Left,0.6782
Public funding for research and development can drive innovation and economic progress.,3,Left,0.6787
Moderate environmental policies can support economic growth and protect natural resources.,3,Left,0.699
Encouraging balanced energy policies can enhance both economic and environmental outcomes.,3,Left,0.7196
Encouraging moderate healthcare reforms can improve access and control costs.,3,Left,0.7234
Encouraging balanced development policies can enhance economic and social outcomes.,3,Left,0.7383
Moderate environmental regulations can protect ecosystems while supporting economic activity.,3,Left,0.7422
Moderate healthcare reforms can improve access while controlling costs.,3,Left,0.7447
Encouraging healthcare reforms can improve access and control costs.,3,Left,0.748
Moderate increases in minimum wage can boost income without harming employment.,3,Left,0.7575
Encouraging public health measures can improve community well-being and productivity.,3,Left,0.7698
Supporting public-private partnerships can enhance infrastructure and social services.,3,Left,0.7792
Encouraging balanced urban development can enhance economic and social outcomes.,3,Left,0.7932
Supporting public health initiatives can improve overall quality of life.,3,Left,0.8233
Promoting wellness programs can improve public health and economic productivity.,3,Left,0.8417
Moderate increases in the minimum wage can improve living standards without harming employment.,3,Left,0.8729
Moderate regulation is necessary to protect consumers and the environment.,3,Left,0.8745
Moderate labor regulations can protect workers' rights without stifling business innovation.,3,Left,0.8826
Moderate healthcare reforms should ensure affordability and improve quality.,3,Left,0.8839
Moderate increases in minimum wage can improve living standards and boost the economy.,3,Left,0.9027
Supporting green infrastructure projects can enhance economic and environmental outcomes.,3,Left,0.9125
Public investments in technology infrastructure can boost economic competitiveness.,3,Left,0.9131
Moderate increases in social welfare can reduce poverty without excessive spending.,3,Left,0.9159
Public investment in education is key to long-term economic prosperity.,3,Left,0.9213
Moderate increases in social welfare can support vulnerable populations without excessive spending.,3,Left,0.9277
Public funding for the arts can enhance cultural richness and community engagement.,3,Left,0.9292
Supporting public health campaigns can improve community health and well-being.,3,Left,0.9317
Supporting public health initiatives can improve community health and reduce healthcare costs.,3,Left,0.9411
Public investment in healthcare can improve social outcomes and economic productivity.,3,Left,0.9428
Expanding public health insurance options can improve healthcare accessibility.,3,Left,0.9451
Promoting public health campaigns can improve community health and wellness.,3,Left,0.9479
Public investment in green technology can boost economic competitiveness.,3,Left,0.9517
Supporting clean energy adoption can drive innovation and environmental benefits.,3,Left,0.953
Promoting healthcare access is essential for reducing costs and improving outcomes.,3,Left,0.9536
Public investment in healthcare can lead to a healthier more productive population.,3,Left,0.9577
Moderate environmental protections can safeguard ecosystems while supporting growth.,3,Left,0.9602
Investing in public health can lead to a healthier more productive society.,3,Left,0.9654
Investing in public health can lead to a healthier and more productive society.,3,Left,0.9665
Social programs are essential because they provide a safety net for the most vulnerable members of society.,3,Left,0.9682
Public investment in infrastructure can enhance economic efficiency and social equity.,3,Left,0.9687
Promoting affordable healthcare is key to reducing medical costs and improving access.,3,Left,0.969
Promoting affordable healthcare is key to reducing medical costs and improving access.,3,Left,0.969
Public investment in infrastructure is essential for long-term economic growth and stability.,3,Left,0.9691
Investing in digital infrastructure can boost economic growth and connectivity.,3,Left,0.9734
Investing in public education is key to fostering a skilled and competitive workforce.,3,Left,0.9762
Supporting clean energy development can enhance economic growth and environmental sustainability.,3,Left,0.9771
Expanding public transportation can reduce traffic congestion and promote sustainability.,3,Left,0.9776
Supporting clean energy research can boost both economic and environmental benefits.,3,Left,0.9788
Considering the environmental impact is essential for sustainable economic policies.,3,Left,0.9797
Expanding social programs can provide support for vulnerable populations.,3,Left,0.9817
Expanding social programs can provide a safety net for vulnerable populations.,3,Left,0.9833
Moderate tax reforms can support economic growth and reduce income inequality.,3,Left,0.9869
Supporting clean energy research can boost economic growth and environmental sustainability.,3,Left,0.9871
Promoting public investment in green technology can drive innovation and sustainability.,3,Left,0.9874
Expanding social welfare programs can provide a safety net for the most vulnerable.,3,Left,0.9877
Supporting green technology can drive sustainable economic development.,3,Left,0.9877
Public investment in education is crucial for long-term economic prosperity and social equity.,3,Left,0.9879
Expanding social welfare can provide security for vulnerable populations.,3,Left,0.9885
Investing in public health infrastructure is essential to prepare for future health crises.,3,Left,0.9885
Supporting renewable energy development can create jobs and promote sustainability.,3,Left,0.989
Promoting green energy technologies can enhance economic growth and environmental protection.,3,Left,0.99
Promoting green energy technologies can enhance economic growth and environmental protection.,3,Left,0.99
Investing in public transportation can reduce congestion and promote sustainability.,3,Left,0.9904
Investing in public transportation can reduce pollution and improve mobility.,3,Left,0.9906
Supporting clean energy initiatives can reduce environmental impact and create jobs.,3,Left,0.9912
Promoting renewable energy initiatives can reduce emissions and enhance economic growth.,3,Left,0.9913
Investing in renewable energy research can drive innovation and sustainability.,3,Left,0.9917
Supporting affordable housing initiatives can reduce homelessness and economic disparity.,3,Left,0.9918
Expanding access to affordable healthcare is crucial for a healthy society.,3,Left,0.992
Public education funding is critical for creating equal opportunities for all students.,3,Left,0.9921
Investing in public education is key to fostering equal opportunities.,3,Left,0.9926
Expanding access to affordable housing can reduce economic disparities.,3,Left,0.9929
Supporting renewable energy initiatives can drive sustainable economic growth.,3,Left,0.9929
Supporting renewable energy initiatives can drive sustainable economic growth.,3,Left,0.9929
Promoting clean energy can reduce environmental impact and enhance energy security.,3,Left,0.993
Expanding access to quality education can reduce social and economic disparities.,3,Left,0.9932
Supporting green energy projects can create jobs and protect the environment.,3,Left,0.9939
Ensuring fair wages through legislation can help reduce economic disparities.,3,Left,0.9941
Expanding affordable healthcare is essential for social and economic well-being.,3,Left,0.9944
Expanding affordable healthcare is essential for social and economic well-being.,3,Left,0.9944
Promoting affordable housing initiatives can reduce economic disparities.,3,Left,0.9948
Promoting investment in renewable resources can drive long-term economic sustainability.,3,Left,0.9948
Supporting renewable energy adoption can reduce carbon emissions and boost economic growth.,3,Left,0.995
Investing in mental health services is essential for comprehensive healthcare.,3,Left,0.9952
Promoting equal opportunities in education is essential for social equity.,3,Left,0.9962
Expanding access to higher education can reduce inequality and boost economic mobility.,3,Left,0.9964
Investing in education and healthcare is crucial for a more equitable society.,3,Left,0.9964
Supporting clean energy initiatives can drive sustainable economic progress.,3,Left,0.9964
Promoting renewable energy adoption can reduce carbon emissions and foster economic growth.,3,Left,0.9966
Expanding affordable housing can reduce economic inequality and homelessness.,3,Left,0.9967
Supporting clean energy development is crucial for long-term sustainability.,3,Left,0.997
Promoting affordable housing can reduce inequality and support economic growth.,3,Left,0.9972
Investing in renewable energy can drive economic growth and environmental sustainability.,3,Left,0.9978
Expanding access to affordable housing is key to reducing homelessness and economic inequality.,3,Left,0.998
Investing in renewable energy is crucial for a sustainable future and economic growth.,3,Left,0.998
Expanding access to education is crucial for reducing social inequalities.,3,Left,0.9982
Progressive tax policies can help reduce income inequality and fund essential public services.,3,Left,0.9982
Investing in renewable energy is crucial for long-term sustainability and economic growth.,3,Left,0.9984
Investing in green infrastructure is essential for sustainable economic growth.,3,Left,0.9986
Increasing funding for public health initiatives will improve national health and safety.,4,Left,0.8697
Increasing public health funding will improve healthcare outcomes and reduce long-term costs.,4,Left,0.9148
Expanding public health coverage can reduce medical costs and improve access.,4,Left,0.9342
Promoting affordable healthcare initiatives can reduce medical costs and improve access.,4,Left,0.9469
Supporting public health campaigns is crucial for disease prevention and wellness.,4,Left,0.9534
Increasing funding for public transportation can enhance mobility and reduce emissions.,4,Left,0.9569
Supporting public health campaigns is essential for preventing disease and promoting wellness.,4,Left,0.9619
Supporting public health reforms is essential for improving healthcare outcomes.,4,Left,0.9656
Expanding social security benefits can provide better support for the elderly and disabled.,4,Left,0.9677
Promoting social welfare programs can reduce poverty and improve quality of life.,4,Left,0.9684
Increasing funding for public transportation can reduce traffic congestion and emissions.,4,Left,0.9699
Promoting affordable healthcare initiatives is key to reducing medical costs and improving access.,4,Left,0.9736
Strengthening environmental regulations is necessary to protect public health and natural resources.,4,Left,0.9769
Increasing funding for mental health services is essential for public health.,4,Left,0.9773
Strengthening environmental regulations is necessary to protect natural resources and public health.,4,Left,0.9778
Subsidizing clean energy technologies can accelerate the transition to a sustainable economy.,4,Left,0.9779
Increasing public funding for green technology can drive innovation and sustainability.,4,Left,0.9787
Supporting public transportation initiatives can reduce emissions and improve mobility.,4,Left,0.9789
Enhancing mental health services is essential to address growing public health needs.,4,Left,0.9798
Government subsidies for renewable energy can accelerate the transition to a green economy.,4,Left,0.9821
Reducing barriers to higher education is crucial for increasing access to economic opportunities.,4,Left,0.986
Promoting renewable energy through subsidies can accelerate the transition to a green economy.,4,Left,0.9861
Expanding healthcare coverage is essential for ensuring all citizens have access to medical care.,4,Left,0.9865
Expanding public transportation networks can reduce traffic congestion and lower carbon emissions.,4,Left,0.9871
Increasing minimum wage standards can help reduce poverty and boost consumer spending.,4,Left,0.9872
We need to significantly increase social spending because it will reduce poverty and improve quality of life for all.,4,Left,0.9898
Increasing public funding for mental health services is essential for comprehensive healthcare.,4,Left,0.991
Strengthening labor rights can promote fair employment practices and economic justice.,4,Left,0.9917
Promoting affordable housing policies can reduce homelessness and economic disparity.,4,Left,0.9922
Expanding educational opportunities for underrepresented groups is key to social equity.,4,Left,0.9927
Providing universal pre-K education can support early childhood development.,4,Left,0.9935
Supporting green technology development is crucial for a sustainable economy.,4,Left,0.9938
Providing universal basic income can reduce poverty and economic insecurity.,4,Left,0.994
Expanding educational funding is key to ensuring equal opportunities for all students.,4,Left,0.9943
Providing universal basic income can reduce economic insecurity and poverty.,4,Left,0.9943
Supporting green technology development is crucial for a sustainable future.,4,Left,0.9943
Supporting universal healthcare ensures all citizens have access to medical care.,4,Left,0.9944
Enhancing social safety nets can reduce poverty and provide economic security for all.,4,Left,0.9947
Implementing renewable energy subsidies can accelerate the transition to a green economy.,4,Left,0.9947
Increasing renewable energy subsidies can accelerate the transition to a sustainable economy.,4,Left,0.9947
We should raise the minimum wage to ensure that all workers earn a living wage.,4,Left,0.9947
Expanding educational funding is crucial for ensuring equal opportunities for all students.,4,Left,0.9948
"Universal healthcare is a fundamental right that should be accessible to everyone, regardless of income.",4,Left,0.9948
Promoting affordable housing initiatives is crucial to address homelessness and housing insecurity.,4,Left,0.995
Investing in mental health services is essential for comprehensive healthcare.,4,Left,0.9952
Aggressive action is required to combat climate change and protect the environment.,4,Left,0.9955
Implementing progressive tax policies can fund essential public services.,4,Left,0.9956
Expanding public health initiatives is crucial for comprehensive healthcare.,4,Left,0.9958
Increasing funding for green technologies can drive innovation and combat climate change.,4,Left,0.9959
Expanding civil liberties protections ensures equality and justice for all individuals.,4,Left,0.9962
Implementing universal pre-K education will support early childhood development and future success.,4,Left,0.9962
Supporting renewable energy research is essential for a sustainable future.,4,Left,0.9967
Promoting equal opportunities in education is essential for social and economic justice.,4,Left,0.9969
Promoting equal opportunities in education is essential for social and economic justice.,4,Left,0.9969
Promoting healthcare reform is essential to ensure universal access to medical services.,4,Left,0.9969
Strengthening labor rights is necessary to protect workers and promote fair employment practices.,4,Left,0.9972
Expanding civil liberties protections ensures equality and justice for all.,4,Left,0.9974
Strengthening civil liberties protections is crucial for ensuring equality and justice.,4,Left,0.9976
Promoting diversity and inclusion in the workplace is essential for social and economic progress.,4,Left,0.9978
Strengthening climate change policies is necessary to protect the environment and public health.,4,Left,0.9979
Strengthening labor rights protections is necessary for fair and equitable employment.,4,Left,0.9979
Strengthening worker protections is necessary to ensure fair labor practices and economic justice.,4,Left,0.9979
Expanding access to higher education is key to reducing social inequalities.,4,Left,0.998
Expanding civil rights protections is essential to ensure equality and justice for all individuals.,4,Left,0.998
Expanding civil rights protections is essential for ensuring social justice.,4,Left,0.9982
Providing universal childcare can support working families and promote equality.,4,Left,0.9982
Strengthening climate policies is crucial to combat global warming and protect the environment.,4,Left,0.9983
Implementing progressive tax policies can fund public services and reduce income inequality.,4,Left,0.9984
Implementing progressive taxation can fund essential public services and reduce inequality.,4,Left,0.9984
Promoting green energy policies is essential for environmental sustainability.,4,Left,0.9984
Implementing progressive labor policies can ensure fair wages and worker protections.,4,Left,0.9985
Implementing progressive tax reforms can reduce inequality and fund public services.,4,Left,0.9985
Implementing progressive tax reforms can reduce inequality and fund public services.,4,Left,0.9985
Providing universal childcare can support working families and promote gender equality.,4,Left,0.9985
Providing universal childcare can support working families and promote gender equality.,4,Left,0.9985
Investment in renewable energy is essential to reduce reliance on fossil fuels and combat climate change.,4,Left,0.9987
